,count
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007604_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007604_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007604_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007604_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007604_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007604_inline9"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007665_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007379_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007239_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007203_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X12000279_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X11005306_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X11005653_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X11007421_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X12000231_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X12000231_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X12000231_inline3"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X12000231_inline4"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X12000231_inline5"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007112_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007112_inline9"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007112_inline10"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007112_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007112_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007112_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007112_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007112_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007112_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007112_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007689_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007689_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972711003340_inline3"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007689_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0017089507003813_inline8"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0017089507003813_inline9"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0017089509990152_char1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0017089513000086_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112007000109_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112007009834_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112007009834_inline3"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112008001791_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112008001791_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112008001791_inline3"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112008001791_inline4"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112008003819_inline1"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""clintrialgov"" xlink:href=""NCT00213135"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112009006089_char1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112009006089_char2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112009006089_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112009008027_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112009008027_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112010000807_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0017089507003813_inline7"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0017089507003813_inline6"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0017089507003813_inline3"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S001309151000026X_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007689_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007689_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007719_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007719_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007719_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X13007719_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0013091509001515_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0013091509001515_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S001309151000026X_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0017089507003813_inline10"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0013091510000519_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0013091510000519_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0013091510000519_inline3"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0013091510000519_inline4"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0013091513000850_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0016672308009762_eqnU1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0017089500009228_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0017089507003813_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X10005026_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X10005026_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X10004926_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X10004926_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000695_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000695_inline10"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000695_inline11"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000695_inline13"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000695_inline14"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000695_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000695_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000695_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000695_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000695_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000695_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000695_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000695_inline9"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0009838800015627_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0009838800019480_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0009838800019480_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0009838800019480_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0009838800019480_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0009838800019480_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000671_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000671_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000592_inline9"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000361_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972711003340_inline4"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972711003340_inline5"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000361_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000361_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000361_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000361_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000361_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000361_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000592_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000592_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000592_inline10"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000592_inline11"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000592_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000592_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000592_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000592_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000592_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0004972713000592_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07002989_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003016_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003016_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X0700334X_inline9"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X0700334X_inline11"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X0700334X_inline12"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X0700334X_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X0700334X_inline4"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X0700334X_inline5"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X0700334X_inline6"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X0700334X_inline7"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X0700334X_inline8"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003405_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X0700334X_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X08003485_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X08003746_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X08003746_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X09004035_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X09004692_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X09004692_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X10004719_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X10004793_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X0700334X_inline10"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003314_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003016_inline3"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003259_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003016_inline4"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003181_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003181_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003235_inline1"">",1
